,PropertyStreetNbrNameText,PropertyCityName,State,PropertyZipCode,TotalAssessedAmt,Lat,Lng
308,4611 7th RD N,ARLINGTON,VA,22203,711600,38.87839100000001,-77.11635199999999
309,5729 19th ST N,ARLINGTON,VA,22205,915200,38.8890084,-77.1403443
310,2733 23rd RD N,ARLINGTON,VA,22201,903000,38.8982499,-77.09626360000001
311,512 N LITTLETON ST,ARLINGTON,VA,22203,1284500,38.8701145,-77.1380227
312,109 S ABERDEEN ST,ARLINGTON,VA,22204,750200,38.8640503,-77.1156144
313,212 N NOTTINGHAM ST,ARLINGTON,VA,22203,857700,38.8681414,-77.13869679999999
314,2805 G S WOODROW ST 00001,ARLINGTON,VA,22206,309500,38.840456,-77.09729709999999
315,2308 N MADISON ST,ARLINGTON,VA,22205,925200,38.8931925,-77.14440429999999
316,1917 N RHODES ST 013,ARLINGTON,VA,22201,271600,38.8961277,-77.08182769999999
317,5618 9th ST N,ARLINGTON,VA,22205,709400,38.8781317,-77.1299777
318,5565 COLUMBIA PIKE 703,ARLINGTON,VA,22204,213100,38.854945,-77.122467
319,900 N STAFFORD ST 2423,ARLINGTON,VA,22203,517700,38.881358,-77.11084579999999
320,1040 N STAFFORD ST,ARLINGTON,VA,22201,1049000,38.8836373,-77.1109288
321,817 S TAYLOR ST,ARLINGTON,VA,22204,653800,38.86064409999999,-77.1046046
322,6201 18th ST N,ARLINGTON,VA,22205,774900,38.8858027,-77.1478984
323,2874 S ABINGDON ST B2,ARLINGTON,VA,22206,244200,38.840238,-77.0988904
324,3823 6th ST S,ARLINGTON,VA,22204,622900,38.8651995,-77.0991526
325,4501 ARLINGTON BLVD 0708,ARLINGTON,VA,22203,227000,38.8692834,-77.10882880000001
326,1616 S STAFFORD ST,ARLINGTON,VA,22204,610500,38.8530582,-77.0989611
327,824 S IRVING ST,ARLINGTON,VA,22204,426800,38.864341,-77.09061299999999
328,2018 N MONROE ST,ARLINGTON,VA,22207,930700,38.8953072,-77.1044008
329,5617 16th ST N,ARLINGTON,VA,22205,742800,38.886722,-77.13631199999999
330,900 N STAFFORD ST 1218,ARLINGTON,VA,22203,457400,38.881358,-77.11084579999999
331,2047 N BRANDYWINE ST,ARLINGTON,VA,22207,554100,38.8949078,-77.1231794
332,1108 N LEXINGTON ST,ARLINGTON,VA,22205,596200,38.8816896,-77.1399103
333,2422 S WALTER REED DR 00003,ARLINGTON,VA,22206,544300,38.8459636,-77.09928359999999
334,6429 26th ST N,ARLINGTON,VA,22207,862000,38.8947201,-77.15703189999999
335,4550 25th RD N,ARLINGTON,VA,22207,1085400,38.9061585,-77.12080689999999
336,3000 SPOUT RUN PKWY B502,ARLINGTON,VA,22201,172900,38.8961088,-77.09453119999999
337,3706 14th ST S,ARLINGTON,VA,22204,552700,38.8565414,-77.0938358
338,300 S TAYLOR ST,ARLINGTON,VA,22204,859500,38.86534,-77.1075027
339,4608 2nd RD N,ARLINGTON,VA,22203,610100,38.8712454,-77.11299819999999
340,5828 21st ST N,ARLINGTON,VA,22205,722600,38.889511,-77.142354
341,224 N LIBERTY ST,ARLINGTON,VA,22203,899000,38.8704008,-77.1366295
342,964 N HARRISON ST,ARLINGTON,VA,22205,908200,38.8806464,-77.1287641
343,4772 21st RD N,ARLINGTON,VA,22207,493300,38.8965102,-77.123789
344,2945 S COLUMBUS ST,ARLINGTON,VA,22206,415700,38.8382542,-77.10121459999999
345,3564 S STAFFORD ST,ARLINGTON,VA,22206,495800,38.8300017,-77.0876396
346,4308 4th ST S,ARLINGTON,VA,22204,802100,38.8641602,-77.10736779999999
347,3018 N TUCKAHOE ST,ARLINGTON,VA,22213,756100,38.8973425,-77.1643562
348,101 N EDISON ST,ARLINGTON,VA,22203,791300,38.8680973,-77.1206735
349,916 N DANIEL ST,ARLINGTON,VA,22201,998800,38.8835166,-77.0909697
350,4415 7th ST N,ARLINGTON,VA,22203,652000,38.8788,-77.113835
351,3921 36th ST N,ARLINGTON,VA,22207,1099200,38.9181374,-77.1183362
352,2612 N POCOMOKE ST,ARLINGTON,VA,22207,739400,38.8952767,-77.1536505
353,3313 5th ST S,ARLINGTON,VA,22204,479500,38.867805,-77.094574
354,3004 S ABINGDON ST,ARLINGTON,VA,22206,529400,38.8390316,-77.0981795
355,5512 7th ST S,ARLINGTON,VA,22204,627300,38.85826730000001,-77.12256140000001
356,2705 ARLINGTON BLVD 00103,ARLINGTON,VA,22201,243100,38.8745743,-77.08855240000001
357,631 N NELSON ST,ARLINGTON,VA,22203,638200,38.8797796,-77.1022663
358,104 S ABERDEEN ST,ARLINGTON,VA,22204,574000,38.8643676,-77.1159153
359,5005 23rd ST S,ARLINGTON,VA,22206,690100,38.8439358,-77.107188
360,4605 D 28th RD S D,ARLINGTON,VA,22206,292400,38.8436224,-77.0986617
361,1931 N CLEVELAND ST 601,ARLINGTON,VA,22201,290700,38.8957355,-77.09102589999999
362,138 N OAKLAND ST,ARLINGTON,VA,22203,837000,38.8733906,-77.1022879
363,1029 N STUART ST 406,ARLINGTON,VA,22201,350400,38.8832022,-77.111571
364,1930 N MADISON ST,ARLINGTON,VA,22205,1239400,38.8888963,-77.1436853
365,1000 S COLUMBUS ST,ARLINGTON,VA,22204,503100,38.8540182,-77.1106724
366,3339 S STAFFORD ST,ARLINGTON,VA,22206,442800,38.833659,-77.0864247
367,5353 COLUMBIA PIKE 103,ARLINGTON,VA,22204,169000,38.8549861,-77.1167404
368,2922 1st RD N,ARLINGTON,VA,22201,1245200,38.8754353,-77.0914979
369,3750 N TAZEWELL ST,ARLINGTON,VA,22207,1585600,38.9203406,-77.1258426
370,3177 N QUINCY ST,ARLINGTON,VA,22207,933200,38.9157596,-77.1178867
371,5019 CHESTERFIELD RD,ARLINGTON,VA,22206,421000,38.844594,-77.1091005
372,965 S BUCHANAN ST,ARLINGTON,VA,22204,402000,38.857465,-77.10860199999999
373,1301 N COURTHOUSE RD 1009,ARLINGTON,VA,22201,297000,38.8886793,-77.0830818
374,2507 N FLORIDA ST,ARLINGTON,VA,22207,733700,38.8986526,-77.1357755
375,3609 N UPLAND ST,ARLINGTON,VA,22207,921000,38.9181585,-77.12498860000001
376,3523 19th ST S,ARLINGTON,VA,22204,512800,38.8533167,-77.0890701
377,1022 N MADISON ST,ARLINGTON,VA,22205,665300,38.8801068,-77.14308989999999
378,2126 S POLLARD ST,ARLINGTON,VA,22204,457300,38.8486382,-77.0928467
379,1085 N MANCHESTER ST,ARLINGTON,VA,22205,923400,38.8806701,-77.1433708
380,4600 S FOUR MILE RUN DR 0341,ARLINGTON,VA,22204,186800,38.8548913,-77.1074126
381,5025 7th RD S 201,ARLINGTON,VA,22204,250700,38.8596684,-77.1167215
382,704 S ARLINGTON MILL DR 17302,ARLINGTON,VA,22204,172600,38.8607971,-77.1153783
383,2515 1st PL S,ARLINGTON,VA,22204,569400,38.8732451,-77.08664209999999
384,311 S COURTHOUSE RD,ARLINGTON,VA,22204,418700,38.87069,-77.08134199999999
385,604 N VERMONT ST,ARLINGTON,VA,22203,963700,38.8767105,-77.1140209
386,1600 N OAK ST 1502,ARLINGTON,VA,22209,504300,38.892896,-77.07321089999999
387,2436 N GLEBE RD,ARLINGTON,VA,22207,735000,38.9011614,-77.12696629999999
388,5602 5th ST N,ARLINGTON,VA,22205,638700,38.8721334,-77.1266067
389,2121 N TROY ST,ARLINGTON,VA,22201,738900,38.89901220000001,-77.0837196
390,657 S HARRISON ST,ARLINGTON,VA,22204,643300,38.8591601,-77.12075879999999
391,4603 16th ST N,ARLINGTON,VA,22207,765200,38.8905728,-77.1180665
392,2965 S COLUMBUS ST A1,ARLINGTON,VA,22206,354700,38.8380962,-77.10147979999999
393,1800 PATRICK HENRY DR,ARLINGTON,VA,22205,842800,38.8877477,-77.1384272
394,2122 N EMERSON ST,ARLINGTON,VA,22207,595400,38.8947023,-77.1308653
395,2014 N STAFFORD ST,ARLINGTON,VA,22207,1365400,38.8951133,-77.1123576
396,6041 22nd ST N,ARLINGTON,VA,22205,984300,38.8902107,-77.1468311
397,4211 32nd RD S,ARLINGTON,VA,22206,442800,38.8364646,-77.08720149999999
398,6053 26th RD N,ARLINGTON,VA,22207,713100,38.8971255,-77.1501566
399,5918 3rd ST S,ARLINGTON,VA,22204,611800,38.8630818,-77.13006759999999
400,720 N JACKSON ST,ARLINGTON,VA,22201,1170100,38.88205250000001,-77.0990343
401,900 N STAFFORD ST 1605,ARLINGTON,VA,22203,502000,38.881358,-77.11084579999999
402,948 N LEBANON ST,ARLINGTON,VA,22205,717200,38.8770716,-77.1409889
403,929 N POTOMAC ST,ARLINGTON,VA,22205,847500,38.876342,-77.1495724
404,1904 S GLEBE RD,ARLINGTON,VA,22204,402500,38.8533258,-77.08733880000001
405,1804 LEE HWY 091,ARLINGTON,VA,22201,271600,38.896147,-77.08259799999999
406,945 S ROLFE ST 00001,ARLINGTON,VA,22204,468600,38.8659858,-77.075808
407,306 S WAYNE ST,ARLINGTON,VA,22204,440600,38.8708323,-77.08392189999999
408,5075 7th RD S 202,ARLINGTON,VA,22204,257800,38.8603123,-77.11715699999999
409,804 S ARLINGTON MILL DR 11203,ARLINGTON,VA,22204,203200,38.86017390000001,-77.1141056
410,3221 N PERSHING DR,ARLINGTON,VA,22201,996600,38.87804560000001,-77.09688349999999
411,5300 COLUMBIA PIKE 211,ARLINGTON,VA,22204,284200,38.8538412,-77.1165606
412,4423 18th ST N,ARLINGTON,VA,22207,758400,38.8928006,-77.115729
413,4510 8th ST S,ARLINGTON,VA,22204,967000,38.8601992,-77.1071431
414,304 S TAYLOR ST,ARLINGTON,VA,22204,918800,38.8651543,-77.10763759999999
415,1802 D 9th ST S,ARLINGTON,VA,22204,529600,38.866152,-77.07651
416,4017 23rd ST N,ARLINGTON,VA,22207,1452800,38.9011785,-77.1077275
417,4602 30th RD S,ARLINGTON,VA,22206,415700,38.8387123,-77.09596979999999
418,3539 N OHIO ST,ARLINGTON,VA,22207,810700,38.9053061,-77.1553019
419,5209 8th RD N,ARLINGTON,VA,22205,690300,38.8788841,-77.1252918
420,4618 17th ST N,ARLINGTON,VA,22207,929100,38.891135,-77.11878569999999
421,923 S ORME ST,ARLINGTON,VA,22204,388900,38.866978,-77.071872
422,3002 2nd ST N,ARLINGTON,VA,22201,1586300,38.8759551,-77.0923747
423,1535 N STAFFORD ST,ARLINGTON,VA,22207,791600,38.8903611,-77.1115035
424,2214 N KENMORE ST,ARLINGTON,VA,22201,1281800,38.8986581,-77.1017035
425,921 N MADISON ST,ARLINGTON,VA,22205,665000,38.8763934,-77.14390999999999
426,3909 7th ST S,ARLINGTON,VA,22204,607500,38.8640891,-77.0993955
427,2209 N TUCKAHOE ST,ARLINGTON,VA,22205,718100,38.888969,-77.15729499999999
428,3530 N DICKERSON ST,ARLINGTON,VA,22207,1603400,38.9144919,-77.1417529
429,1627 N WOODSTOCK ST,ARLINGTON,VA,22207,707200,38.8904074,-77.11981949999999
430,1401 N RHODES ST 204,ARLINGTON,VA,22209,322400,38.8905527,-77.0786162
431,4701 8th ST S,ARLINGTON,VA,22204,854100,38.8603275,-77.1091885
432,2402 S WALTER REED DR 00003,ARLINGTON,VA,22206,473700,38.8459294,-77.0983265
433,3006 3rd ST N,ARLINGTON,VA,22201,797100,38.8773029,-77.0931165
434,2534 B S ARLINGTON MILL DR 00002,ARLINGTON,VA,22206,538600,38.845772,-77.0966689
435,15 S ABERDEEN ST,ARLINGTON,VA,22204,635800,38.8663482,-77.1143445
436,818 S ODE ST,ARLINGTON,VA,22204,403000,38.8677672,-77.0718038
437,5220 5th ST N,ARLINGTON,VA,22203,685700,38.8733932,-77.12134780000001
438,6404 24th ST N,ARLINGTON,VA,22207,806700,38.8917847,-77.1551896
439,22 S HIGHLAND ST,ARLINGTON,VA,22204,678600,38.8719031,-77.0917789
440,3800 FAIRFAX DR 0704,ARLINGTON,VA,22203,677400,38.8821571,-77.1050976
441,1512 N NICHOLAS ST,ARLINGTON,VA,22205,962200,38.8850666,-77.14534809999999
442,4516 37th ST N,ARLINGTON,VA,22207,1211000,38.9161951,-77.1313036
443,6408 30th ST N,ARLINGTON,VA,22207,1384100,38.8988228,-77.15620059999999
444,2430 S WALTER REED DR 00001,ARLINGTON,VA,22206,573100,38.8458152,-77.0998035
445,900 N STAFFORD ST 2019,ARLINGTON,VA,22203,494000,38.881358,-77.11084579999999
446,5353 COLUMBIA PIKE 310,ARLINGTON,VA,22204,161000,38.8549861,-77.1167404
447,5206 25th RD N,ARLINGTON,VA,22207,771800,38.8985586,-77.13466319999999
448,2107 N TAFT ST 00014,ARLINGTON,VA,22201,298400,38.898626,-77.08251899999999
449,1525 S GEORGE MASON DR 20,ARLINGTON,VA,22204,139800,38.8687457,-77.1069088
450,118 N EDGEWOOD ST,ARLINGTON,VA,22201,779700,38.8762076,-77.0897894
451,5010 7th RD S 102,ARLINGTON,VA,22204,204400,38.85975639999999,-77.1163315
452,4135 LORCOM LN,ARLINGTON,VA,22207,1395000,38.9026647,-77.1124026
453,806 S OAK ST,ARLINGTON,VA,22204,405500,38.8683215,-77.071148
454,1040 S EMERSON ST,ARLINGTON,VA,22204,460300,38.8524326,-77.1124026
455,2798 N QUEBEC ST,ARLINGTON,VA,22207,1256800,38.9103585,-77.1040412
456,2122 MILITARY RD,ARLINGTON,VA,22207,692800,38.8981673,-77.1099638
457,5907 5th RD S,ARLINGTON,VA,22204,564500,38.8619974,-77.129708
458,2917 B S WOODSTOCK ST 00002,ARLINGTON,VA,22206,447600,38.841012,-77.0961167
459,2100 N SCOTT ST 00101,ARLINGTON,VA,22209,298400,38.898408,-77.08182099999999
460,4775 WILLIAMSBURG BLVD,ARLINGTON,VA,22207,1593600,38.9140305,-77.1379777
461,111 S COLUMBUS ST,ARLINGTON,VA,22204,670200,38.8653649,-77.11802709999999
462,3025 N OAKLAND ST,ARLINGTON,VA,22207,1217900,38.9157686,-77.11294199999999
463,4005 N RANDOLPH ST,ARLINGTON,VA,22207,1532100,38.926908,-77.1208758
464,3044 S BUCHANAN ST C2,ARLINGTON,VA,22206,347000,38.8372603,-77.09825560000002
465,3518 N UTAH ST,ARLINGTON,VA,22207,2147700,38.9171351,-77.1244492
466,2300 N KENMORE ST,ARLINGTON,VA,22201,1219000,38.8987735,-77.1016585
467,140 N BEDFORD ST B,ARLINGTON,VA,22201,421800,38.87710999999999,-77.08751
468,1105 N POWHATAN ST,ARLINGTON,VA,22205,878800,38.8795247,-77.1485838
469,3701 5th ST S 00405,ARLINGTON,VA,22204,164700,38.8668515,-77.09785959999999
470,2219 S MONROE ST,ARLINGTON,VA,22206,760400,38.8480746,-77.0885297
471,1806 KEY BLVD 09477,ARLINGTON,VA,22201,270000,38.894672,-77.082253
472,5105 23rd RD N,ARLINGTON,VA,22207,708000,38.8974584,-77.1311912
473,310 S COURTHOUSE RD,ARLINGTON,VA,22204,508500,38.8704625,-77.0818761
474,216 N ABINGDON ST,ARLINGTON,VA,22203,751800,38.8706971,-77.11411079999999
475,4686 36th ST S B,ARLINGTON,VA,22206,291200,38.833716,-77.0951772
476,1406 N IVANHOE ST,ARLINGTON,VA,22205,1085500,38.8841997,-77.1332587
477,4811 30th ST S C2,ARLINGTON,VA,22206,339700,38.8381199,-77.0994453
478,823 S HARRISON ST,ARLINGTON,VA,22204,300000,38.8560569,-77.12084209999999
479,6015 LEE HWY,ARLINGTON,VA,22205,832200,38.894156,-77.146852
480,3301 S STAFFORD ST B2,ARLINGTON,VA,22206,251000,38.832981,-77.0860809
481,1605 N EDGEWOOD ST,ARLINGTON,VA,22201,2062300,38.8910832,-77.0921274
482,3020 S BUCHANAN ST B1,ARLINGTON,VA,22206,249600,38.83770940000001,-77.0988664
483,3531 S WAKEFIELD ST B1,ARLINGTON,VA,22206,301400,38.83257630000001,-77.09162429999999
484,1509 S GEORGE MASON DR 11,ARLINGTON,VA,22204,184400,38.85204,-77.104145
485,2590 H S ARLINGTON MILL DR 00008,ARLINGTON,VA,22206,263500,38.845772,-77.0966689
486,2417 FAIRFAX DR,ARLINGTON,VA,22201,927500,38.8880299,-77.0876957
487,3104 N INGLEWOOD ST,ARLINGTON,VA,22207,1998200,38.9049364,-77.1462245
488,811 S BARTON ST,ARLINGTON,VA,22204,853500,38.8655846,-77.0845739
489,6016 26th ST N,ARLINGTON,VA,22207,1665600,38.8956453,-77.149123
490,2913 C S WOODSTOCK ST 00003,ARLINGTON,VA,22206,447600,38.8386448,-77.0902764
491,2747 S BUCHANAN ST,ARLINGTON,VA,22206,415700,38.8422009,-77.1006498
492,1800 E 9th ST S,ARLINGTON,VA,22204,527100,38.86636499999999,-77.0764449
493,1118 N FREDERICK ST,ARLINGTON,VA,22205,1237100,38.8829702,-77.1276405
494,3422 N EMERSON ST,ARLINGTON,VA,22207,1053300,38.9089028,-77.1441797
495,3415 14th ST S,ARLINGTON,VA,22204,548800,38.85757479999999,-77.0912282
496,1420 N NICHOLAS ST,ARLINGTON,VA,22205,1348800,38.88433879999999,-77.1456627
497,4120 11th PL N,ARLINGTON,VA,22201,561600,38.884201,-77.11063
498,4657 DITTMAR RD,ARLINGTON,VA,22207,1954700,38.915696,-77.131326
499,3614 27th ST N,ARLINGTON,VA,22207,1312600,38.9042015,-77.09959049999999
500,4501 ARLINGTON BLVD 0803,ARLINGTON,VA,22203,380300,38.8692834,-77.10882880000001
501,2506 2nd ST S,ARLINGTON,VA,22204,571800,38.8710652,-77.0857317
502,2401 N FLORIDA ST,ARLINGTON,VA,22207,912900,38.8977577,-77.134748
503,6932 FAIRFAX DR 204,ARLINGTON,VA,22213,379000,38.8886083,-77.16492900000001
504,3004 N UNDERWOOD ST,ARLINGTON,VA,22213,938800,38.8964136,-77.1657491
505,241 N GALVESTON ST,ARLINGTON,VA,22203,676000,38.8711194,-77.1232806
506,4803 16th ST N,ARLINGTON,VA,22205,720200,38.8889769,-77.122659
507,1210 N QUANTICO ST,ARLINGTON,VA,22205,903200,38.8811603,-77.1517294
508,1904 KEY BLVD 09451,ARLINGTON,VA,22201,341800,38.894322,-77.08281699999999
509,4600 S FOUR MILE RUN DR 0127,ARLINGTON,VA,22204,186800,38.8548913,-77.1074126
510,110 N GEORGE MASON DR 110-1,ARLINGTON,VA,22203,197900,38.8699268,-77.1076004
511,816 S ADAMS ST,ARLINGTON,VA,22204,643200,38.865548,-77.084158
512,1045 N UTAH ST 2-305,ARLINGTON,VA,22201,347400,38.8832871,-77.11356549999999
513,2603 9th ST N,ARLINGTON,VA,22201,818400,38.8830912,-77.08885649999999
514,2810 N TUCKAHOE ST,ARLINGTON,VA,22213,793300,38.8951852,-77.1626488
515,5501 33rd ST N,ARLINGTON,VA,22207,1986100,38.9060174,-77.1478198
516,803 N HIGHLAND ST,ARLINGTON,VA,22201,759400,38.8821716,-77.09428539999999
517,3807 24th ST N,ARLINGTON,VA,22207,1068700,38.9037261,-77.1035916
518,755 S JEFFERSON ST,ARLINGTON,VA,22204,303300,38.8573815,-77.1227401
519,6006 35th ST N,ARLINGTON,VA,22207,1630700,38.9048475,-77.1528079
520,1552 21st CT N,ARLINGTON,VA,22209,911000,38.8998699,-77.07606439999999
521,2729 S WALTER REED DR C,ARLINGTON,VA,22206,393900,38.8412793,-77.10657599999999
522,401 S JEFFERSON ST,ARLINGTON,VA,22204,610500,38.8628662,-77.1238199
523,2030 N ADAMS ST 0304,ARLINGTON,VA,22201,240800,38.8977682,-77.0896321
524,2515 5th ST S,ARLINGTON,VA,22204,645600,38.8692596,-77.0861925
525,5244 5th ST N,ARLINGTON,VA,22203,1198800,38.8730482,-77.1223029
526,3132 8th ST N,ARLINGTON,VA,22201,1321700,38.8817406,-77.0961737
527,4901 29th ST N,ARLINGTON,VA,22207,834500,38.9046437,-77.13370809999999
528,4840 28th ST S A,ARLINGTON,VA,22206,415700,38.8411582,-77.1029207
529,5300 COLUMBIA PIKE T-6,ARLINGTON,VA,22204,298000,38.8538412,-77.1165606
530,5258 26th ST N,ARLINGTON,VA,22207,706700,38.8989285,-77.1378879
531,2568 C S ARLINGTON MILL DR 00003,ARLINGTON,VA,22206,497900,38.845772,-77.0966689
532,3669 MILITARY RD,ARLINGTON,VA,22207,1050200,38.9205504,-77.1201791
533,1006 N QUINTANA ST,ARLINGTON,VA,22205,728100,38.8781363,-77.1507183
534,2102 N SCOTT ST 00111,ARLINGTON,VA,22209,298400,38.898385,-77.082127
535,1113 S FOREST DR,ARLINGTON,VA,22204,579700,38.8506452,-77.1154593
536,1952 N CLEVELAND ST 00001,ARLINGTON,VA,22201,570300,38.896361,-77.0916605
537,2786 N QUEBEC ST,ARLINGTON,VA,22207,1240800,38.9097714,-77.1034567
538,2332 N DICKERSON ST,ARLINGTON,VA,22207,714800,38.8980029,-77.130135
539,6218 27th ST N,ARLINGTON,VA,22207,746300,38.89690909999999,-77.15289779999999
540,3303 S STAFFORD ST A2,ARLINGTON,VA,22206,370100,38.8346269,-77.0862985
541,2909 N GEORGE MASON DR,ARLINGTON,VA,22207,931900,38.9041269,-77.13626990000002
542,4101 35th ST N,ARLINGTON,VA,22207,874100,38.917501,-77.1226962
543,4268 35th ST S,ARLINGTON,VA,22206,442800,38.8307026,-77.088448
544,1600 N OAK ST 1511,ARLINGTON,VA,22209,415700,38.8927061,-77.0735475
545,1519 N STAFFORD ST,ARLINGTON,VA,22207,880700,38.8897087,-77.11141359999999
546,4524 28th RD S 13-8,ARLINGTON,VA,22206,369300,38.8442418,-77.0965214
547,812 S ARLINGTON MILL DR 7-203,ARLINGTON,VA,22204,203200,38.859492,-77.11339149999999
548,3303 S STAFFORD ST A1,ARLINGTON,VA,22206,370100,38.8346269,-77.0862985
549,1707 N TROY ST 7-380,ARLINGTON,VA,22201,349500,38.8928118,-77.08182149999999
550,2419 N NOTTINGHAM ST,ARLINGTON,VA,22207,1268000,38.8949382,-77.14602219999999
551,5208 12th ST S,ARLINGTON,VA,22204,534900,38.8497661,-77.11430279999999
552,5265 26th ST N,ARLINGTON,VA,22207,1031200,38.8991894,-77.1384272
553,3800 FAIRFAX DR 0313,ARLINGTON,VA,22203,503000,38.8821571,-77.1050976
554,2713 24th RD S,ARLINGTON,VA,22206,647600,38.8481545,-77.0827298
555,605 N LINCOLN ST,ARLINGTON,VA,22201,966400,38.8793327,-77.10013
556,1502 N COLONIAL TER,ARLINGTON,VA,22209,1046400,38.8969246,-77.0757496
557,6965 FAIRFAX DR,ARLINGTON,VA,22213,614300,38.890369,-77.16710499999999
558,4125 N RANDOLPH ST,ARLINGTON,VA,22207,876800,38.9295864,-77.1218647
559,3114 9th RD N,ARLINGTON,VA,22201,795500,38.883354,-77.095648
560,2207 N KENMORE ST,ARLINGTON,VA,22201,712400,38.8982165,-77.1013438
561,2 N MADISON ST,ARLINGTON,VA,22203,571200,38.8667113,-77.1330789
562,808 S IRVING ST,ARLINGTON,VA,22204,670700,38.8648288,-77.0907336
563,1225 S BUCHANAN ST,ARLINGTON,VA,22204,369700,38.8530133,-77.10762629999999
564,3608 N ALBEMARLE ST,ARLINGTON,VA,22207,1307600,38.9159017,-77.13496649999999
565,843 S IVY ST,ARLINGTON,VA,22204,406700,38.863615,-77.09092299999999
566,1107 N STAFFORD ST,ARLINGTON,VA,22201,561600,38.8845019,-77.1106312
567,4837 25th ST N,ARLINGTON,VA,22207,900100,38.9006046,-77.12988779999999
568,4501 ARLINGTON BLVD 0716,ARLINGTON,VA,22203,237400,38.8692834,-77.10882880000001
569,1501 A N COLONIAL TER,ARLINGTON,VA,22209,895100,38.896576,-77.075766
570,729 N GEORGE MASON DR,ARLINGTON,VA,22203,664000,38.8772694,-77.1198307
571,3641 VACATION LN,ARLINGTON,VA,22207,1116100,38.899783,-77.1049403
572,2021 KEY BLVD 12618,ARLINGTON,VA,22201,338600,38.894074,-77.08460099999999
573,621 N NELSON ST,ARLINGTON,VA,22203,595400,38.87938,-77.10195399999999
574,2844 A S WAKEFIELD ST A,ARLINGTON,VA,22206,295800,38.8437517,-77.097831
575,700 S HIGHLAND ST,ARLINGTON,VA,22204,1042600,38.8660284,-77.09032900000001
576,4018 CHESTERBROOK RD,ARLINGTON,VA,22207,960100,38.9224479,-77.1339328
577,2704 N JEFFERSON ST,ARLINGTON,VA,22207,734000,38.8988176,-77.1437303
578,5417 31st ST N,ARLINGTON,VA,22207,866800,38.9045275,-77.1456178
579,2145 N COURTHOUSE RD,ARLINGTON,VA,22201,671300,38.89931869999999,-77.0846638
580,1141 N VERNON ST,ARLINGTON,VA,22201,669300,38.8846026,-77.11593529999999
581,5425 20th ST N,ARLINGTON,VA,22205,758500,38.89158210000001,-77.1339328
582,4647 B 28th RD S B,ARLINGTON,VA,22206,301600,38.84310430000001,-77.09938369999999
583,4501 ARLINGTON BLVD 0508,ARLINGTON,VA,22203,227000,38.8692834,-77.10882880000001
584,4329 24th ST N,ARLINGTON,VA,22207,888900,38.9024397,-77.1164932
585,1574 21st CT N,ARLINGTON,VA,22209,1060100,38.8995924,-77.0767031
586,1416 N TAYLOR ST,ARLINGTON,VA,22201,629800,38.8887054,-77.1135714
587,2811 B S WOODROW ST 00001,ARLINGTON,VA,22206,352800,38.841193,-77.097552
588,5621 24th ST N,ARLINGTON,VA,22205,1398500,38.89461,-77.1410329
589,3904 9th ST S,ARLINGTON,VA,22204,612900,38.86085,-77.09795700000001
590,900 N TAYLOR ST 1829,ARLINGTON,VA,22203,120700,38.881136,-77.112822
591,900 N TAYLOR ST 1711,ARLINGTON,VA,22203,81100,38.8812752,-77.11300949999999
592,5030 33rd ST N,ARLINGTON,VA,22207,1507200,38.9076186,-77.141663
593,106 N NOTTINGHAM ST,ARLINGTON,VA,22203,708400,38.8671274,-77.1378879
594,3238 S UTAH ST,ARLINGTON,VA,22206,442800,38.8362339,-77.0880142
595,5510 19th ST N,ARLINGTON,VA,22205,1183400,38.8911605,-77.1366295
596,29 S ABINGDON ST,ARLINGTON,VA,22204,543600,38.8667262,-77.111998
597,1627 N LEXINGTON ST,ARLINGTON,VA,22205,862100,38.88707,-77.1391912
598,6924 FAIRFAX DR 104,ARLINGTON,VA,22213,433100,38.8883169,-77.1647175
599,2856 S BUCHANAN ST C2,ARLINGTON,VA,22206,339700,38.8400095,-77.100967
600,2513 A S WALTER REED DR A,ARLINGTON,VA,22206,291800,38.848965,-77.0936194
601,3448 S STAFFORD ST,ARLINGTON,VA,22206,442800,38.8322596,-77.08685489999999
602,4684 36th ST S A,ARLINGTON,VA,22206,291200,38.8336122,-77.0951833
603,3805 9th ST S,ARLINGTON,VA,22204,813800,38.8617131,-77.09662329999999
604,2538 FAIRFAX DR 0002C,ARLINGTON,VA,22201,596300,38.887726,-77.088849
605,2506 D S ARLINGTON MILL DR 00004,ARLINGTON,VA,22206,473700,38.845772,-77.0966689
606,3800 FAIRFAX DR 0412,ARLINGTON,VA,22203,337400,38.8821,-77.1051064
607,1055 N GEORGE MASON DR,ARLINGTON,VA,22205,718400,38.883118,-77.122736
608,2859 S ABINGDON ST,ARLINGTON,VA,22206,415700,38.840553,-77.098553
609,516 N GREENBRIER ST,ARLINGTON,VA,22203,1340000,38.8735389,-77.1233705
